chapter,paragraph,sentence,text,tokens,token_count,tokens_str
CHAPTER XXXIII,41,2,"Mrs. Collins, seeing that she was really unwell, did not press her to go, and as much as possible prevented her husband from pressing her; but Mr. Collins could not conceal his apprehension of Lady Catherine’s being rather displeased by her staying at home.","['collins', 'seeing', 'really', 'unwell', 'press', 'go', 'much', 'possible', 'prevented', 'husband', 'pressing', 'collins', 'could', 'conceal', 'apprehension', 'lady', 'catherine', 'rather', 'displeased', 'staying', 'home']",21,collins seeing really unwell press go much possible prevented husband pressing collins could conceal apprehension lady catherine rather displeased staying home
CHAPTER XXXIV,1,1,"When they were gone, Elizabeth, as if intending to exasperate herself as much as possible against Mr. Darcy, chose for her employment the examination of all the letters which Jane had written to her since her being in Kent.","['gone', 'elizabeth', 'intending', 'exasperate', 'much', 'possible', 'darcy', 'chose', 'employment', 'examination', 'letter', 'jane', 'written', 'since', 'kent']",15,gone elizabeth intending exasperate much possible darcy chose employment examination letter jane written since kent
CHAPTER XXXIV,1,2,"They contained no actual complaint, nor was there any revival of past occurrences, or any communication of present suffering.","['contained', 'actual', 'complaint', 'revival', 'past', 'occurrence', 'communication', 'present', 'suffering']",9,contained actual complaint revival past occurrence communication present suffering
CHAPTER XXXIV,1,3,"But in all, and in almost every line of each, there was a want of that cheerfulness which had been used to characterize her style, and which, proceeding from the serenity of a mind at ease with itself, and kindly disposed towards everyone, had been scarcely ever clouded.","['almost', 'every', 'line', 'want', 'cheerfulness', 'used', 'characterize', 'style', 'proceeding', 'serenity', 'mind', 'ease', 'kindly', 'disposed', 'towards', 'everyone', 'scarcely', 'ever', 'clouded']",19,almost every line want cheerfulness used characterize style proceeding serenity mind ease kindly disposed towards everyone scarcely ever clouded
CHAPTER XXXIV,1,4,"Elizabeth noticed every sentence conveying the idea of uneasiness, with an attention which it had hardly received on the first perusal.","['elizabeth', 'noticed', 'every', 'sentence', 'conveying', 'idea', 'uneasiness', 'attention', 'hardly', 'received', 'first', 'perusal']",12,elizabeth noticed every sentence conveying idea uneasiness attention hardly received first perusal
CHAPTER XXXIV,1,5,Mr. Darcy’s shameful boast of what misery he had been able to inflict gave her a keener sense of her sister’s sufferings.,"['darcy', 'shameful', 'boast', 'misery', 'able', 'inflict', 'gave', 'keener', 'sense', 'sister', 'suffering']",11,darcy shameful boast misery able inflict gave keener sense sister suffering
CHAPTER XXXIV,1,6,"It was some consolation to think that his visit to Rosings was to end on the day after the next, and a still greater that in less than a fortnight she should herself be with Jane again, and enabled to contribute to the recovery of her spirits, by all that affection could do.","['consolation', 'think', 'visit', 'rosings', 'end', 'day', 'next', 'still', 'greater', 'less', 'fortnight', 'jane', 'enabled', 'contribute', 'recovery', 'spirit', 'affection', 'could']",18,consolation think visit rosings end day next still greater less fortnight jane enabled contribute recovery spirit affection could
CHAPTER XXXIV,2,1,"She could not think of Darcy’s leaving Kent without remembering that his cousin was to go with him; but Colonel Fitzwilliam had made it clear that he had no intentions at all, and, agreeable as he was, she did not mean to be unhappy about him.","['could', 'think', 'darcy', 'leaving', 'kent', 'without', 'remembering', 'cousin', 'go', 'colonel', 'fitzwilliam', 'made', 'clear', 'intention', 'agreeable', 'mean', 'unhappy']",17,could think darcy leaving kent without remembering cousin go colonel fitzwilliam made clear intention agreeable mean unhappy
CHAPTER XXXIV,3,1,"While settling this point, she was suddenly roused by the sound of the door-bell; and her spirits were a little fluttered by the idea of its being Colonel Fitzwilliam himself, who had once before called late in the evening, and might now come to inquire particularly after her.","['settling', 'point', 'suddenly', 'roused', 'sound', 'spirit', 'little', 'fluttered', 'idea', 'colonel', 'fitzwilliam', 'called', 'late', 'evening', 'might', 'come', 'inquire', 'particularly']",18,settling point suddenly roused sound spirit little fluttered idea colonel fitzwilliam called late evening might come inquire particularly
CHAPTER XXXIV,3,2,"But this idea was soon banished, and her spirits were very differently affected, when, to her utter amazement, she saw Mr. Darcy walk into the room.","['idea', 'soon', 'banished', 'spirit', 'differently', 'affected', 'utter', 'amazement', 'saw', 'darcy', 'walk', 'room']",12,idea soon banished spirit differently affected utter amazement saw darcy walk room
CHAPTER XXXIV,3,3,"In a hurried manner he immediately began an inquiry after her health, imputing his visit to a wish of hearing that she were better.","['hurried', 'manner', 'immediately', 'began', 'inquiry', 'health', 'imputing', 'visit', 'wish', 'hearing', 'better']",11,hurried manner immediately began inquiry health imputing visit wish hearing better
CHAPTER XXXIV,3,4,She answered him with cold civility.,"['answered', 'cold', 'civility']",3,answered cold civility
CHAPTER XXXIV,3,5,"He sat down for a few moments, and then getting up walked about the room.","['sat', 'moment', 'getting', 'walked', 'room']",5,sat moment getting walked room
CHAPTER XXXIV,3,6,"Elizabeth was surprised, but said not a word.","['elizabeth', 'surprised', 'said', 'word']",4,elizabeth surprised said word
CHAPTER XXXIV,3,7,"After a silence of several minutes, he came towards her in an agitated manner, and thus began:--","['silence', 'several', 'minute', 'came', 'towards', 'agitated', 'manner', 'thus', 'began']",9,silence several minute came towards agitated manner thus began
CHAPTER XXXIV,4,1,“In vain have I struggled.,"['vain', 'struggled']",2,vain struggled
CHAPTER XXXIV,4,2,It will not do.,[],0,
CHAPTER XXXIV,4,3,My feelings will not be repressed.,"['feeling', 'repressed']",2,feeling repressed
CHAPTER XXXIV,4,4,You must allow me to tell you how ardently I admire and love you.”,"['must', 'allow', 'tell', 'ardently', 'admire', 'love']",6,must allow tell ardently admire love
CHAPTER XXXIV,5,1,Elizabeth’s astonishment was beyond expression.,"['elizabeth', 'astonishment', 'beyond', 'expression']",4,elizabeth astonishment beyond expression
CHAPTER XXXIV,5,2,"She stared, coloured, doubted, and was silent.","['stared', 'coloured', 'doubted', 'silent']",4,stared coloured doubted silent
CHAPTER XXXIV,5,3,"This he considered sufficient encouragement, and the avowal of all that he felt and had long felt for her immediately followed.","['considered', 'sufficient', 'encouragement', 'avowal', 'felt', 'long', 'felt', 'immediately', 'followed']",9,considered sufficient encouragement avowal felt long felt immediately followed
CHAPTER XXXIV,5,4,"He spoke well; but there were feelings besides those of the heart to be detailed, and he was not more eloquent on the subject of tenderness than of pride.","['spoke', 'well', 'feeling', 'besides', 'heart', 'detailed', 'eloquent', 'subject', 'tenderness', 'pride']",10,spoke well feeling besides heart detailed eloquent subject tenderness pride
CHAPTER XXXIV,5,5,"His sense of her inferiority, of its being a degradation, of the family obstacles which judgment had always opposed to inclination, were dwelt on with a warmth which seemed due to the consequence he was wounding, but was very unlikely to recommend his suit.","['sense', 'inferiority', 'degradation', 'family', 'obstacle', 'judgment', 'always', 'opposed', 'inclination', 'dwelt', 'warmth', 'seemed', 'due', 'consequence', 'wounding', 'unlikely', 'recommend', 'suit']",18,sense inferiority degradation family obstacle judgment always opposed inclination dwelt warmth seemed due consequence wounding unlikely recommend suit
CHAPTER XXXIV,6,1,"In spite of her deeply-rooted dislike, she could not be insensible to the compliment of such a man’s affection, and though her intentions did not vary for an instant, she was at first sorry for the pain he was to receive; till roused to resentment by his subsequent language, she lost all compassion in anger.","['spite', 'dislike', 'could', 'insensible', 'compliment', 'man', 'affection', 'though', 'intention', 'vary', 'instant', 'first', 'sorry', 'pain', 'receive', 'till', 'roused', 'resentment', 'subsequent', 'language', 'lost', 'compassion', 'anger']",23,spite dislike could insensible compliment man affection though intention vary instant first sorry pain receive till roused resentment subsequent language lost compassion anger
CHAPTER XXXIV,6,2,"She tried, however, to compose herself to answer him with patience, when he should have done.","['tried', 'however', 'compose', 'answer', 'patience', 'done']",6,tried however compose answer patience done
CHAPTER XXXIV,6,3,He concluded with representing to her the strength of that attachment which in spite of all his endeavours he had found impossible to conquer; and with expressing his hope that it would now be rewarded by her acceptance of his hand.,"['concluded', 'representing', 'strength', 'attachment', 'spite', 'endeavour', 'found', 'impossible', 'conquer', 'expressing', 'hope', 'would', 'rewarded', 'acceptance', 'hand']",15,concluded representing strength attachment spite endeavour found impossible conquer expressing hope would rewarded acceptance hand
CHAPTER XXXIV,6,4,As he said this she could easily see that he had no doubt of a favourable answer.,"['said', 'could', 'easily', 'see', 'doubt', 'favourable', 'answer']",7,said could easily see doubt favourable answer
CHAPTER XXXIV,6,5,"He _spoke_ of apprehension and anxiety, but his countenance expressed real security.","['apprehension', 'anxiety', 'countenance', 'expressed', 'real', 'security']",6,apprehension anxiety countenance expressed real security
CHAPTER XXXIV,6,6,"Such a circumstance could only exasperate farther; and when he ceased the colour rose into her cheeks and she said,--","['circumstance', 'could', 'exasperate', 'farther', 'ceased', 'colour', 'rose', 'cheek', 'said']",9,circumstance could exasperate farther ceased colour rose cheek said
CHAPTER XXXIV,7,1,"“In such cases as this, it is, I believe, the established mode to express a sense of obligation for the sentiments avowed, however unequally they may be returned.","['case', 'believe', 'established', 'mode', 'express', 'sense', 'obligation', 'sentiment', 'avowed', 'however', 'unequally', 'may', 'returned']",13,case believe established mode express sense obligation sentiment avowed however unequally may returned
CHAPTER XXXIV,7,2,"It is natural that obligation should be felt, and if I could _feel_ gratitude, I would now thank you.","['natural', 'obligation', 'felt', 'could', 'gratitude', 'would', 'thank']",7,natural obligation felt could gratitude would thank
CHAPTER XXXIV,7,3,"But I cannot--I have never desired your good opinion, and you have certainly bestowed it most unwillingly.","['never', 'desired', 'good', 'opinion', 'certainly', 'bestowed', 'unwillingly']",7,never desired good opinion certainly bestowed unwillingly
CHAPTER XXXIV,7,4,I am sorry to have occasioned pain to anyone.,"['sorry', 'occasioned', 'pain', 'anyone']",4,sorry occasioned pain anyone
